uniprot_accession,go_id,aspect,go_name
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0005515,molecular_function,protein binding
P42336,GO:0016301,molecular_function,kinase activity
P42336,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42336,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42336,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42336,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42336,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42336,GO:0030295,molecular_function,protein kinase activator activity
P42336,GO:0035005,molecular_function,1-phosphatidylinositol-4-phosphate 3-kinase activity
P42336,GO:0043560,molecular_function,insulin receptor substrate binding
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42336,GO:0106310,molecular_function,protein serine kinase activity
P42336,GO:0001944,biological_process,vasculature development
P42336,GO:0007173,biological_process,epidermal growth factor receptor signaling pathway
P42336,GO:0008286,biological_process,insulin receptor signaling pathway
P42336,GO:0008286,biological_process,insulin receptor signaling pathway
P42336,GO:0010592,biological_process,positive regulation of lamellipodium assembly
P42336,GO:0010629,biological_process,negative regulation of gene expression
P42336,GO:0014823,biological_process,response to activity
P42336,GO:0014870,biological_process,response to muscle inactivity
P42336,GO:0016242,biological_process,negative regulation of macroautophagy
P42336,GO:0016477,biological_process,cell migration
P42336,GO:0030036,biological_process,actin cytoskeleton organization
P42336,GO:0030036,biological_process,actin cytoskeleton organization
P42336,GO:0030168,biological_process,platelet activation
P42336,GO:0030835,biological_process,negative regulation of actin filament depolymerization
P42336,GO:0030835,biological_process,negative regulation of actin filament depolymerization
P42336,GO:0032008,biological_process,positive regulation of TOR signaling
P42336,GO:0032869,biological_process,cellular response to insulin stimulus
P42336,GO:0035994,biological_process,response to muscle stretch
P42336,GO:0035994,biological_process,response to muscle stretch
P42336,GO:0036092,biological_process,phosphatidylinositol-3-phosphate biosynthetic process
P42336,GO:0038084,biological_process,vascular endothelial growth factor signaling pathway
P42336,GO:0043201,biological_process,response to L-leucine
P42336,GO:0043276,biological_process,anoikis
P42336,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42336,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42336,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42336,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42336,GO:0043542,biological_process,endothelial cell migration
P42336,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P42336,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P42336,GO:0048009,biological_process,insulin-like growth factor receptor signaling pathway
P42336,GO:0048015,biological_process,phosphatidylinositol-mediated signaling
P42336,GO:0048661,biological_process,positive regulation of smooth muscle cell proliferation
P42336,GO:0050852,biological_process,T cell receptor signaling pathway
P42336,GO:0051897,biological_process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42336,GO:0055119,biological_process,relaxation of cardiac muscle
P42336,GO:0055119,biological_process,relaxation of cardiac muscle
P42336,GO:0060048,biological_process,cardiac muscle contraction
P42336,GO:0071464,biological_process,cellular response to hydrostatic pressure
P42336,GO:0071464,biological_process,cellular response to hydrostatic pressure
P42336,GO:0071548,biological_process,response to dexamethasone
P42336,GO:0086003,biological_process,cardiac muscle cell contraction
P42336,GO:0086003,biological_process,cardiac muscle cell contraction
P42336,GO:0110053,biological_process,regulation of actin filament organization
P42336,GO:0110053,biological_process,regulation of actin filament organization
P42336,GO:1903544,biological_process,response to butyrate
P42336,GO:1905477,biological_process,positive regulation of protein localization to membrane
P42336,GO:2000811,biological_process,negative regulation of anoikis
P42336,GO:2000811,biological_process,negative regulation of anoikis
P42336,GO:0005737,cellular_component,cytoplasm
P42336,GO:0005886,cellular_component,plasma membrane
P42336,GO:0005737,cellular_component,cytoplasm
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0005829,cellular_component,cytosol
P42336,GO:0014704,cellular_component,intercalated disc
P42336,GO:0014704,cellular_component,intercalated disc
P42336,GO:0030027,cellular_component,lamellipodium
P42336,GO:0048471,cellular_component,perinuclear region of cytoplasm
P42336,GO:0005942,cellular_component,phosphatidylinositol 3-kinase complex
P42336,GO:0005942,cellular_component,phosphatidylinositol 3-kinase complex
P42336,GO:0005943,cellular_component,"phosphatidylinositol 3-kinase complex, class IA"
P42336,GO:0005943,cellular_component,"phosphatidylinositol 3-kinase complex, class IA"
P42336,GO:0005944,cellular_component,"phosphatidylinositol 3-kinase complex, class IB"
P42338,GO:0001952,biological_process,regulation of cell-matrix adhesion
P42338,GO:0010628,biological_process,positive regulation of gene expression
P42338,GO:0045429,biological_process,positive regulation of nitric oxide biosynthetic process
P42338,GO:0004674,molecular_function,protein serine/threonine kinase activity
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0005515,molecular_function,protein binding
P42338,GO:0016301,molecular_function,kinase activity
P42338,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42338,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42338,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42338,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P42338,GO:0035005,molecular_function,1-phosphatidylinositol-4-phosphate 3-kinase activity
P42338,GO:0043560,molecular_function,insulin receptor substrate binding
P42338,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42338,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42338,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P42338,GO:0106310,molecular_function,protein serine kinase activity
P42338,GO:0106310,molecular_function,protein serine kinase activity
P42338,GO:0002443,biological_process,leukocyte mediated immunity
P42338,GO:0002931,biological_process,response to ischemia
P42338,GO:0002931,biological_process,response to ischemia
P42338,GO:0003376,biological_process,sphingosine-1-phosphate receptor signaling pathway
P42338,GO:0003376,biological_process,sphingosine-1-phosphate receptor signaling pathway
P42338,GO:0006935,biological_process,chemotaxis
P42338,GO:0007165,biological_process,signal transduction
P42338,GO:0007169,biological_process,cell surface receptor protein tyrosine kinase signaling pathway
P42338,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P42338,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P42338,GO:0010508,biological_process,positive regulation of autophagy
P42338,GO:0010595,biological_process,positive regulation of endothelial cell migration
P42338,GO:0010595,biological_process,positive regulation of endothelial cell migration
P42338,GO:0016477,biological_process,cell migration
P42338,GO:0016477,biological_process,cell migration
P42338,GO:0016477,biological_process,cell migration
P42338,GO:0030155,biological_process,regulation of cell adhesion
P42338,GO:0030168,biological_process,platelet activation
P42338,GO:0033031,biological_process,positive regulation of neutrophil apoptotic process
P42338,GO:0033031,biological_process,positive regulation of neutrophil apoptotic process
P42338,GO:0035022,biological_process,positive regulation of Rac protein signal transduction
P42338,GO:0035022,biological_process,positive regulation of Rac protein signal transduction
P42338,GO:0036092,biological_process,phosphatidylinositol-3-phosphate biosynthetic process
P42338,GO:0042267,biological_process,natural killer cell mediated cytotoxicity
P42338,GO:0043409,biological_process,negative regulation of MAPK cascade
P42338,GO:0043409,biological_process,negative regulation of MAPK cascade
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0045087,biological_process,innate immune response
P42338,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P42338,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P42338,GO:0048015,biological_process,phosphatidylinositol-mediated signaling
P42338,GO:0051898,biological_process,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0051898,biological_process,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0051898,biological_process,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P42338,GO:0070527,biological_process,platelet aggregation
P42338,GO:1900747,biological_process,negative regulation of vascular endothelial growth factor signaling pathway
P42338,GO:1900747,biological_process,negative regulation of vascular endothelial growth factor signaling pathway
P42338,GO:1903298,biological_process,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway
P42338,GO:1903671,biological_process,negative regulation of sprouting angiogenesis
P42338,GO:2000369,biological_process,regulation of clathrin-dependent endocytosis
P42338,GO:0005737,cellular_component,cytoplasm
P42338,GO:0005737,cellular_component,cytoplasm
P42338,GO:0005886,cellular_component,plasma membrane
P42338,GO:0005634,cellular_component,nucleus
P42338,GO:0005634,cellular_component,nucleus
P42338,GO:0005654,cellular_component,nucleoplasm
P42338,GO:0005730,cellular_component,nucleolus
P42338,GO:0005737,cellular_component,cytoplasm
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005829,cellular_component,cytosol
P42338,GO:0005942,cellular_component,phosphatidylinositol 3-kinase complex
P42338,GO:0005943,cellular_component,"phosphatidylinositol 3-kinase complex, class IA"
P43304,GO:0004368,molecular_function,glycerol-3-phosphate dehydrogenase (quinone) activity
P43304,GO:0004368,molecular_function,glycerol-3-phosphate dehydrogenase (quinone) activity
P43304,GO:0004368,molecular_function,glycerol-3-phosphate dehydrogenase (quinone) activity
P43304,GO:0004368,molecular_function,glycerol-3-phosphate dehydrogenase (quinone) activity
P43304,GO:0005509,molecular_function,calcium ion binding
P43304,GO:0006072,biological_process,glycerol-3-phosphate metabolic process
P43304,GO:0006072,biological_process,glycerol-3-phosphate metabolic process
P43304,GO:0006127,biological_process,glycerol-3-phosphate shuttle
P43304,GO:0006127,biological_process,glycerol-3-phosphate shuttle
P43304,GO:0006127,biological_process,glycerol-3-phosphate shuttle
P43304,GO:0019563,biological_process,glycerol catabolic process
P43304,GO:0005739,cellular_component,mitochondrion
P43304,GO:0005743,cellular_component,mitochondrial inner membrane
P43304,GO:0005739,cellular_component,mitochondrion
P43304,GO:0005739,cellular_component,mitochondrion
P43304,GO:0005739,cellular_component,mitochondrion
P43304,GO:0005743,cellular_component,mitochondrial inner membrane
P48651,GO:0016740,molecular_function,transferase activity
P48651,GO:0106245,molecular_function,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
P48651,GO:0106245,molecular_function,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
P48651,GO:0106245,molecular_function,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
P48651,GO:0106258,molecular_function,L-serine-phosphatidylcholine phosphatidyltransferase activity
P48651,GO:0106258,molecular_function,L-serine-phosphatidylcholine phosphatidyltransferase activity
P48651,GO:0106258,molecular_function,L-serine-phosphatidylcholine phosphatidyltransferase activity
P48651,GO:0006659,biological_process,phosphatidylserine biosynthetic process
P48651,GO:0006659,biological_process,phosphatidylserine biosynthetic process
P48651,GO:0006659,biological_process,phosphatidylserine biosynthetic process
P48651,GO:0005789,cellular_component,endoplasmic reticulum membrane
P48651,GO:0005789,cellular_component,endoplasmic reticulum membrane
P48651,GO:0005789,cellular_component,endoplasmic reticulum membrane
P48651,GO:0016020,cellular_component,membrane
P48651,GO:0016020,cellular_component,membrane
P48736,GO:0004672,molecular_function,protein kinase activity
P48736,GO:0004674,molecular_function,protein serine/threonine kinase activity
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0005515,molecular_function,protein binding
P48736,GO:0016301,molecular_function,kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0016303,molecular_function,1-phosphatidylinositol-3-kinase activity
P48736,GO:0035005,molecular_function,1-phosphatidylinositol-4-phosphate 3-kinase activity
P48736,GO:0035005,molecular_function,1-phosphatidylinositol-4-phosphate 3-kinase activity
P48736,GO:0035005,molecular_function,1-phosphatidylinositol-4-phosphate 3-kinase activity
P48736,GO:0042802,molecular_function,identical protein binding
P48736,GO:0042802,molecular_function,identical protein binding
P48736,GO:0046875,molecular_function,ephrin receptor binding
P48736,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P48736,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P48736,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P48736,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P48736,GO:0046934,molecular_function,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
P48736,GO:0106310,molecular_function,protein serine kinase activity
P48736,GO:0106310,molecular_function,protein serine kinase activity
P48736,GO:0001819,biological_process,positive regulation of cytokine production
P48736,GO:0002250,biological_process,adaptive immune response
P48736,GO:0002407,biological_process,dendritic cell chemotaxis
P48736,GO:0002679,biological_process,respiratory burst involved in defense response
P48736,GO:0003376,biological_process,sphingosine-1-phosphate receptor signaling pathway
P48736,GO:0003376,biological_process,sphingosine-1-phosphate receptor signaling pathway
P48736,GO:0006954,biological_process,inflammatory response
P48736,GO:0006955,biological_process,immune response
P48736,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P48736,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P48736,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P48736,GO:0007200,biological_process,phospholipase C-activating G protein-coupled receptor signaling pathway
P48736,GO:0010595,biological_process,positive regulation of endothelial cell migration
P48736,GO:0010595,biological_process,positive regulation of endothelial cell migration
P48736,GO:0010818,biological_process,T cell chemotaxis
P48736,GO:0016477,biological_process,cell migration
P48736,GO:0030593,biological_process,neutrophil chemotaxis
P48736,GO:0033628,biological_process,regulation of cell adhesion mediated by integrin
P48736,GO:0035022,biological_process,positive regulation of Rac protein signal transduction
P48736,GO:0035022,biological_process,positive regulation of Rac protein signal transduction
P48736,GO:0035747,biological_process,natural killer cell chemotaxis
P48736,GO:0036092,biological_process,phosphatidylinositol-3-phosphate biosynthetic process
P48736,GO:0042098,biological_process,T cell proliferation
P48736,GO:0042110,biological_process,T cell activation
P48736,GO:0043303,biological_process,mast cell degranulation
P48736,GO:0043406,biological_process,positive regulation of MAP kinase activity
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0043491,biological_process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0045087,biological_process,innate immune response
P48736,GO:0045765,biological_process,regulation of angiogenesis
P48736,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P48736,GO:0046854,biological_process,phosphatidylinositol phosphate biosynthetic process
P48736,GO:0048015,biological_process,phosphatidylinositol-mediated signaling
P48736,GO:0051897,biological_process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P48736,GO:0055118,biological_process,negative regulation of cardiac muscle contraction
P48736,GO:0070527,biological_process,platelet aggregation
P48736,GO:0072672,biological_process,neutrophil extravasation
P48736,GO:0005737,cellular_component,cytoplasm
P48736,GO:0005886,cellular_component,plasma membrane
P48736,GO:0005737,cellular_component,cytoplasm
P48736,GO:0005737,cellular_component,cytoplasm
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005829,cellular_component,cytosol
P48736,GO:0005886,cellular_component,plasma membrane
P48736,GO:0005886,cellular_component,plasma membrane
P48736,GO:0016020,cellular_component,membrane
P48736,GO:0016020,cellular_component,membrane
P48736,GO:0005943,cellular_component,"phosphatidylinositol 3-kinase complex, class IA"
