action,actname,actvalue,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,refchemids,refsids,srccmpd,srccmpdurl,srctarget,srctargetname,srctargeturl,synonym,taxid,taxname
Simvastatin results in decreased expression of SERPINE1 mRNA,,,54454,"Sakamoto K, Osaki M, Hozumi A, Goto H, Fukushima T, Baba H, Shindo H. Simvastatin suppresses dexamethasone-induced secretion of plasminogen activator inhibitor-1 in human bone marrow adipocytes. BMC Musculoskeletal Disorders. 2011 Apr 27;12(1):82. doi: 10.1186/1471-2474-12-82.|Wei JL, Cui HM, Ma CY. Simvastatin inhibits tissue factor and plasminogen activator inhibitor-1 secretion by peripheral blood mononuclear cells in patients with primary nephrotic syndrome. Eur J Med Res. 2007 May 29;12(5):216–21. PMID: 17513194.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17513194|PMID:21524281,https://www.ncbi.nlm.nih.gov/pubmed/17513194|https://www.ncbi.nlm.nih.gov/pubmed/21524281,5054,SERPINE1,14035354|27502473,PMC3114799,17513194|21524281,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5054,SERPINE1,https://ctdbase.org/detail.go?type=gene&acc=5054,Simvastatin,9606,Homo sapiens (human)
"Simvastatin inhibits the reaction [cholesterol, dietary results in increased expression of SERPINE1 mrna]|simvastatin inhibits the reaction [cholesterol, dietary results in increased activity of SERPINE1 protein]",,,54454,"Wei J, Ma C, Wang X. Simvastatin inhibits tissue factor and plasminogen activator inhibitor-1 expression of glomerular mesangial cells in hypercholesterolemic rabbits. Biomed Res. 2006 Aug;27(4):149–55. doi: 10.2220/biomedres.27.149. PMID: 16971767.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16971767,https://www.ncbi.nlm.nih.gov/pubmed/16971767,5054,SERPINE1,12624286,,16971767,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5054,SERPINE1,https://ctdbase.org/detail.go?type=gene&acc=5054,Simvastatin,9986,Oryctolagus cuniculus (rabbit)
[simvastatin co-treated with dexamethasone] results in increased secretion of SERPINE1 protein|simvastatin results in decreased secretion of SERPINE1 protein,,,54454,"Sakamoto K, Osaki M, Hozumi A, Goto H, Fukushima T, Baba H, Shindo H. Simvastatin suppresses dexamethasone-induced secretion of plasminogen activator inhibitor-1 in human bone marrow adipocytes. BMC Musculoskeletal Disorders. 2011 Apr 27;12(1):82. doi: 10.1186/1471-2474-12-82.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:21524281,https://www.ncbi.nlm.nih.gov/pubmed/21524281,5054,SERPINE1,14035354,PMC3114799,21524281,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5054,SERPINE1,https://ctdbase.org/detail.go?type=gene&acc=5054,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased activity of SERPINE1 protein,,,54454,"Wei JL, Cui HM, Ma CY. Simvastatin inhibits tissue factor and plasminogen activator inhibitor-1 secretion by peripheral blood mononuclear cells in patients with primary nephrotic syndrome. Eur J Med Res. 2007 May 29;12(5):216–21. PMID: 17513194.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17513194,https://www.ncbi.nlm.nih.gov/pubmed/17513194,5054,SERPINE1,27502473,,17513194,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5054,SERPINE1,https://ctdbase.org/detail.go?type=gene&acc=5054,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PCNA protein,,,54454,"Yang YC, Huang WF, Chuan LM, Xiao DW, Zeng YL, Zhou DA, Xu GQ, Liu W, Huang B, Hu Q. In vitro and in vivo study of cell growth inhibition of simvastatin on chronic myelogenous leukemia cells. Chemotherapy. 2008;54(6):438–46. doi: 10.1159/000158663. PMID: 18824851.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18824851,https://www.ncbi.nlm.nih.gov/pubmed/18824851,5111,PCNA,5151454,,18824851,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5111,PCNA,https://ctdbase.org/detail.go?type=gene&acc=5111,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PCNA mRNA,,,54454,"Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261,https://www.ncbi.nlm.nih.gov/pubmed/17428261,5111,PCNA,16690395,PMC11159053,17428261,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5111,PCNA,https://ctdbase.org/detail.go?type=gene&acc=5111,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [oxygen deficiency results in increased expression of PDE4B mrna],,,54454,"Girgis RE, Ma SF, Ye S, Grigoryev DN, Li D, Hassoun PM, Tuder RM, Johns RA, Garcia JG. Differential gene expression in chronic hypoxic pulmonary hypertension: effect of simvastatin treatment. Chest. 2005 Dec;128(6 Suppl):579S. doi: 10.1378/chest.128.6_suppl.579s. PMID: 16373842.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16373842,https://www.ncbi.nlm.nih.gov/pubmed/16373842,5142,PDE4B,29471883,,16373842,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5142,PDE4B,https://ctdbase.org/detail.go?type=gene&acc=5142,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in decreased expression of PDGFA mRNA,,,54454,"Kalyanasundaram A, Elmore JR, Manazer JR, Golden A, Franklin DP, Galt SW, Zakhary EMA, Carey DJ. Simvastatin suppresses experimental aortic aneurysm expansion. Journal of Vascular Surgery. 2006 Jan;43(1):117–117.e39. doi: 10.1016/j.jvs.2005.08.007.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16414398,https://www.ncbi.nlm.nih.gov/pubmed/16414398,5154,PDGFA,10564525,,16414398,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5154,PDGFA,https://ctdbase.org/detail.go?type=gene&acc=5154,Simvastatin,10116,Rattus norvegicus (Norway rat)
Geranylgeranyl pyrophosphate inhibits the reaction [simvastatin inhibits the reaction [[IL1A co-treated with PDGFB] results in increased expression of MMP9 mrna]]|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin inhibits the reaction [[IL1A co-treated with PDGFB] results in increased secretion of MMP9 protein]]|mevalonic acid inhibits the reaction [simvastatin inhibits the reaction [[IL1A co-treated with PDGFB] results in increased secretion of MMP9 protein]]|simvastatin inhibits the reaction [[IL1A co-treated with PDGFB] results in increased secretion of MMP9 protein]|simvastatin inhibits the reaction [[IL1A co-treated with PDGFB] results in increased expression of MMP9 mrna],,,54454,"Turner NA, O'Regan DJ, Ball SG, Porter KE. Simvastatin inhibits MMP-9 secretion from human saphenous vein smooth muscle cells by inhibiting the RhoA/ROCK pathway and reducing MMP-9 mRNA levels. FASEB J. 2005 May;19(7):804–6. doi: 10.1096/fj.04-2852fje. PMID: 15728660.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:15728660,https://www.ncbi.nlm.nih.gov/pubmed/15728660,5155,PDGFB,20697456,,15728660,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PDGFB protein,,,54454,"Yoshimura A, Nemoto T, Sugenoya Y, Inui K, Watanabe S, Inoue Y, Sharif S, Yokota N, Uda S, Morita H, Ideura T. Effect of simvastatin on proliferative nephritis and cell-cycle protein expression. Kidney Int Suppl. 1999 Jul;71():S84–7. doi: 10.1046/j.1523-1755.1999.07121.x. PMID: 10412745.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10412745,https://www.ncbi.nlm.nih.gov/pubmed/10412745,5155,PDGFB,9124792,,10412745,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,Simvastatin,10116,Rattus norvegicus (Norway rat)
Mevalonic acid inhibits the reaction [simvastatin results in decreased activity of PDGFB protein]|simvastatin results in decreased activity of PDGFB protein,,,54454,"Grandaliano G, Biswas P, Choudhury GG, Abboud HE. Simvastatin inhibits PDGF-induced DNA synthesis in human glomerular mesangial cells. Kidney Int. 1993 Sep;44(3):503–8. doi: 10.1038/ki.1993.274. PMID: 8231022.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:8231022,https://www.ncbi.nlm.nih.gov/pubmed/8231022,5155,PDGFB,18502664,,8231022,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PDGFB mRNA,,,54454,"Nogaki F, Muso E, Yashiro M, Kasuno K, Kamata T, Ono T, Sasayama S. Direct inhibitory effects of simvastatin on matrix accumulation in cultured murine mesangial cells. Kidney Int Suppl. 1999 Jul;71():S198–201. doi: 10.1046/j.1523-1755.1999.07151.x. PMID: 10412775.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10412775,https://www.ncbi.nlm.nih.gov/pubmed/10412775,5155,PDGFB,9124822,,10412775,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin inhibits the reaction [oxygen deficiency results in increased expression of PDGFB mrna],,,54454,"Girgis RE, Ma SF, Ye S, Grigoryev DN, Li D, Hassoun PM, Tuder RM, Johns RA, Garcia JG. Differential gene expression in chronic hypoxic pulmonary hypertension: effect of simvastatin treatment. Chest. 2005 Dec;128(6 Suppl):579S. doi: 10.1378/chest.128.6_suppl.579s. PMID: 16373842.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16373842,https://www.ncbi.nlm.nih.gov/pubmed/16373842,5155,PDGFB,29471883,,16373842,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5155,PDGFB,https://ctdbase.org/detail.go?type=gene&acc=5155,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in decreased expression of PDGFRA mRNA,,,54454,"Kalyanasundaram A, Elmore JR, Manazer JR, Golden A, Franklin DP, Galt SW, Zakhary EMA, Carey DJ. Simvastatin suppresses experimental aortic aneurysm expansion. Journal of Vascular Surgery. 2006 Jan;43(1):117–117.e39. doi: 10.1016/j.jvs.2005.08.007.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16414398,https://www.ncbi.nlm.nih.gov/pubmed/16414398,5156,PDGFRA,10564525,,16414398,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5156,PDGFRA,https://ctdbase.org/detail.go?type=gene&acc=5156,Simvastatin,10116,Rattus norvegicus (Norway rat)
[hexachlorocyclohexane co-treated with aldrin co-treated with dieldrin co-treated with endrin co-treated with dichlorodiphenyl dichloroethylene co-treated with dichlorodiphenyldichloroethane co-treated with DDT co-treated with simvastatin] results in increased expression of PDGFRB mRNA,,,54454,"Rivero J, Henríquez-Hernández LA, D Boada L, Pestano J, P Luzardo O, Camacho M, Zumbado M, F Valerón P. Simvastatin down-regulates differential genetic profiles produced by organochlorine mixtures in primary breast cell (HMEC). Chem Biol Interact. 2017 Apr 25;268():85–92. doi: 10.1016/j.cbi.2017.03.001. PMID: 28263720.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:28263720,https://www.ncbi.nlm.nih.gov/pubmed/28263720,5159,PDGFRB,21596920,,28263720,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5159,PDGFRB,https://ctdbase.org/detail.go?type=gene&acc=5159,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PDGFRB mRNA,,,54454,"Nogaki F, Muso E, Yashiro M, Kasuno K, Kamata T, Ono T, Sasayama S. Direct inhibitory effects of simvastatin on matrix accumulation in cultured murine mesangial cells. Kidney Int Suppl. 1999 Jul;71():S198–201. doi: 10.1046/j.1523-1755.1999.07151.x. PMID: 10412775.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10412775,https://www.ncbi.nlm.nih.gov/pubmed/10412775,5159,PDGFRB,9124822,,10412775,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5159,PDGFRB,https://ctdbase.org/detail.go?type=gene&acc=5159,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in increased expression of PDK2 mRNA,,,54454,"Mallinson JE, Constantin-Teodosiu D, Sidaway J, Westwood FR, Greenhaff PL. Blunted Akt/FOXO signalling and activation of genes controlling atrophy and fuel use in statin myopathy. The Journal of Physiology. 2009 Jan;587(1):219–30. doi: 10.1113/jphysiol.2008.164699.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19001041,https://www.ncbi.nlm.nih.gov/pubmed/19001041,5164,PDK2,16700232,PMC2670035,19001041,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5164,PDK2,https://ctdbase.org/detail.go?type=gene&acc=5164,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of PDK4 mRNA,,,54454,"Mallinson JE, Constantin-Teodosiu D, Sidaway J, Westwood FR, Greenhaff PL. Blunted Akt/FOXO signalling and activation of genes controlling atrophy and fuel use in statin myopathy. The Journal of Physiology. 2009 Jan;587(1):219–30. doi: 10.1113/jphysiol.2008.164699.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19001041,https://www.ncbi.nlm.nih.gov/pubmed/19001041,5166,PDK4,16700232,PMC2670035,19001041,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5166,PDK4,https://ctdbase.org/detail.go?type=gene&acc=5166,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of PDK4 mRNA,,,54454,"Yu JG, Sewright K, Hubal MJ, Liu JX, Schwartz LM, Hoffman EP, Clarkson PM. Investigation of gene expression in C(2)C(12) myotubes following simvastatin application and mechanical strain. J Atheroscler Thromb. 2009 Mar;16(1):21–9. PMID: 19262002; PMCID: PMC4079460.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19262002,https://www.ncbi.nlm.nih.gov/pubmed/19262002,5166,PDK4,22758704,PMC4079460,19262002,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5166,PDK4,https://ctdbase.org/detail.go?type=gene&acc=5166,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in increased expression of PECAM1 mRNA,,,54454,"Xu J, Liu X, Chen J, Zacharek A, Cui X, Savant-Bhonsale S, Liu Z, Chopp M. Simvastatin enhances bone marrow stromal cell differentiation into endothelial cells via notch signaling pathway. American Journal of Physiology-Cell Physiology. 2009 Mar;296(3):C535–43. doi: 10.1152/ajpcell.00310.2008.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19109527,https://www.ncbi.nlm.nih.gov/pubmed/19109527,5175,PECAM1,27534814,PMC2660258,19109527,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5175,PECAM1,https://ctdbase.org/detail.go?type=gene&acc=5175,Simvastatin,10116,Rattus norvegicus (Norway rat)
Inhibitor,,,54454,"Kitzmiller JP, Mikulik EB, Dauki AM, Murkherjee C, Luzum JA: Pharmacogenomics of statins: understanding susceptibility to adverse effects. Pharmgenomics Pers Med. 2016 Oct 3;9:97-106. doi: 10.2147/PGPM.S86013. eCollection 2016.|Sieczkowski E, Lehner C, Ambros PF, Hohenegger M. Double impact on p-glycoprotein by statins enhances doxorubicin cytotoxicity in human neuroblastoma cells. Int J Cancer. 2010 May 01;126(9):2025–35. doi: 10.1002/ijc.24885. PMID: 19739078.|Hochman JH, Pudvah N, Qiu J, Yamazaki M, Tang C, Lin JH, Prueksaritanont T. Interactions of human P-glycoprotein with simvastatin, simvastatin acid, and atorvastatin. Pharm Res. 2004 Sep;21(9):1686–91. doi: 10.1023/b:pham.0000041466.84653.8c. PMID: 15497697.|Wang E, Casciano CN, Clement RP, Johnson WW. Active Transport of Fluorescent P-Glycoprotein Substrates: Evaluation as Markers and Interaction with Inhibitors. Biochemical and Biophysical Research Communications. 2001 Nov;289(2):580–5. doi: 10.1006/bbrc.2001.6000.|Wang E, Casciano CN, Clement RP, Johnson WW. HMG-CoA reductase inhibitors (statins) characterized as direct inhibitors of P-glycoprotein. Pharm Res. 2001 Jun;18(6):800–6. doi: 10.1023/a:1011036428972. PMID: 11474784.",Simvastatin,DrugBank,PMID:11474784|PMID:11716514|PMID:15497697|PMID:19739078|PMID:27757045,https://www.ncbi.nlm.nih.gov/pubmed/11474784|https://www.ncbi.nlm.nih.gov/pubmed/11716514|https://www.ncbi.nlm.nih.gov/pubmed/15497697|https://www.ncbi.nlm.nih.gov/pubmed/19739078|https://www.ncbi.nlm.nih.gov/pubmed/27757045,5243,ABCB1,5771064|10786617|19933793|32764784|32922113,PMC5055044,11716514|27757045|11474784|19739078|15497697,P08183,ATP-dependent translocase ABCB1,6225,481107565,DB00641,https://www.drugbank.ca/drugs/DB00641,BE0001032,ATP-dependent translocase ABCB1,https://www.drugbank.ca/bio_entities/BE0001032,Simvastatin,9606,Homo sapiens (human)
ABCB1 alternative form affects the reaction [CYP3A4 polymorphism affects the susceptibility to simvastatin]|abcb1 results in increased transport of simvastatin,,,54454,"Becker ML, Visser LE, van Schaik RHN, Hofman A, Uitterlinden AG, Ch. Stricker BH. Influence of genetic variation in<i>CYP3A4</i>and<i>ABCB1</i>on dose decrease or switching during simvastatin and atorvastatin therapy. Pharmacoepidemiology and Drug. 2009 Oct 02;19(1):75–81. doi: 10.1002/pds.1866.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19802823,https://www.ncbi.nlm.nih.gov/pubmed/19802823,5243,ABCB1,28887522,,19802823,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5243,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,Simvastatin,9606,Homo sapiens (human)
ABCB1 protein results in increased transport of simvastatin|simvastatin analog inhibits the reaction [ABCB1 protein results in increased transport of calcein am]|simvastatin analog results in decreased activity of ABCB1 protein,,,54454,"Chen C, Mireles RJ, Campbell SD, Lin J, Mills JB, Xu JJ, Smolarek TA. Differential interaction of 3-hydroxy-3-methylglutaryl-coa reductase inhibitors with ABCB1, ABCC2, and OATP1B1. Drug Metab Dispos. 2005 Apr;33(4):537–46. doi: 10.1124/dmd.104.002477. PMID: 15616150.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:15616150,https://www.ncbi.nlm.nih.gov/pubmed/15616150,5243,ABCB1,5098029,,15616150,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5243,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,Simvastatin,9606,Homo sapiens (human)
ABCB1 polymorphism affects the susceptibility to simvastatin,,,54454,"Becker ML, Visser LE, van Schaik RH, Hofman A, Uitterlinden AG, Stricker BH. Common genetic variation in the ABCB1 gene is associated with the cholesterol-lowering effect of simvastatin in males. Pharmacogenomics. 2009 Nov;10(11):1743–51. doi: 10.2217/pgs.09.105. PMID: 19891551.|Fiegenbaum M, Silveira FR, Van der Sand CR, Van der Sand LC, Ferreira MEW, Pires RC, Hutz MH. The role of common variants of ABCB1, CYP3A4, and CYP3A5 genes in lipid-lowering efficacy and safety of simvastatin treatment. Clinical Pharmacology & Therapeutics. 2005 Sep 26;78(5):551–8. doi: 10.1016/j.clpt.2005.08.003.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16321621|PMID:19891551,https://www.ncbi.nlm.nih.gov/pubmed/16321621|https://www.ncbi.nlm.nih.gov/pubmed/19891551,5243,ABCB1,998454|33596370,,16321621|19891551,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5243,ABCB1,https://ctdbase.org/detail.go?type=gene&acc=5243,Simvastatin,9606,Homo sapiens (human)
,,,54454,,Simvastatin,Drug Gene Interaction database (DGIdb),,,5243,ABCB1,,,,,,6225,481107565,,https://www.dgidb.org/drugs/rxcui:36567,,ABCB1,https://www.dgidb.org/genes/hgnc:40,SIMVASTATIN,9606,Homo sapiens (human)
Simvastatin results in decreased expression of ABCB4 mRNA,,,54454,"Donato MT, López-Riera M, Castell JV, Gómez-Lechón MJ, Jover R. Both cholestatic and steatotic drugs trigger extensive alterations in the mRNA level of biliary transporters in rat hepatocytes: Application to develop new predictive biomarkers for early drug development. Toxicol Lett. 2016 Nov 30;263():58–67. doi: 10.1016/j.toxlet.2016.10.008. PMID: 27765674.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:27765674,https://www.ncbi.nlm.nih.gov/pubmed/27765674,5244,ABCB4,31706572,,27765674,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5244,ABCB4,https://ctdbase.org/detail.go?type=gene&acc=5244,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of ABCB4 mRNA,,,54454,"Song G, Liu J, Zhao Z, Yu Y, Tian H, Yao S, Li G, Qin S. Simvastatin reduces atherogenesis and promotes the expression of hepatic genes associated with reverse cholesterol transport in apoE-knockout mice fed high-fat diet. Lipids in Health and Disease. 2011 Jan 18;10(1):8. doi: 10.1186/1476-511x-10-8.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:21241519,https://www.ncbi.nlm.nih.gov/pubmed/21241519,5244,ABCB4,10650135,PMC3031258,21241519,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5244,ABCB4,https://ctdbase.org/detail.go?type=gene&acc=5244,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in decreased expression of PIGC mRNA,,,54454,"Yu JG, Sewright K, Hubal MJ, Liu JX, Schwartz LM, Hoffman EP, Clarkson PM. Investigation of gene expression in C(2)C(12) myotubes following simvastatin application and mechanical strain. J Atheroscler Thromb. 2009 Mar;16(1):21–9. PMID: 19262002; PMCID: PMC4079460.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19262002,https://www.ncbi.nlm.nih.gov/pubmed/19262002,5279,PIGC,22758704,PMC4079460,19262002,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5279,PIGC,https://ctdbase.org/detail.go?type=gene&acc=5279,Simvastatin,10090,Mus musculus (house mouse)
,,,54454,,Simvastatin,Drug Gene Interaction database (DGIdb),,,5294,PIK3CG,,,,,,6225,481107565,,https://www.dgidb.org/drugs/rxcui:36567,,PIK3CG,https://www.dgidb.org/genes/hgnc:8978,SIMVASTATIN,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PITX2 mRNA,,,54454,"Yu JG, Sewright K, Hubal MJ, Liu JX, Schwartz LM, Hoffman EP, Clarkson PM. Investigation of gene expression in C(2)C(12) myotubes following simvastatin application and mechanical strain. J Atheroscler Thromb. 2009 Mar;16(1):21–9. PMID: 19262002; PMCID: PMC4079460.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19262002,https://www.ncbi.nlm.nih.gov/pubmed/19262002,5308,PITX2,22758704,PMC4079460,19262002,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5308,PITX2,https://ctdbase.org/detail.go?type=gene&acc=5308,Simvastatin,10090,Mus musculus (house mouse)
"Simvastatin inhibits the reaction [cholesterol, dietary results in increased expression of PLA2G2A protein]",,,54454,"Wei-hua L, Chang-qing S, Qiang X, Rong W, Kai-min L. Simvastatin Inhibits sPLA2 IIa Expression in Aorta and Myocardium. Archives of Medical Research. 2009 Feb;40(2):67–72. doi: 10.1016/j.arcmed.2008.12.006.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19237014,https://www.ncbi.nlm.nih.gov/pubmed/19237014,5320,PLA2G2A,25534827,,19237014,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5320,PLA2G2A,https://ctdbase.org/detail.go?type=gene&acc=5320,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of PLAT mRNA,,,54454,"Kalyanasundaram A, Elmore JR, Manazer JR, Golden A, Franklin DP, Galt SW, Zakhary EMA, Carey DJ. Simvastatin suppresses experimental aortic aneurysm expansion. Journal of Vascular Surgery. 2006 Jan;43(1):117–117.e39. doi: 10.1016/j.jvs.2005.08.007.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16414398,https://www.ncbi.nlm.nih.gov/pubmed/16414398,5327,PLAT,10564525,,16414398,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5327,PLAT,https://ctdbase.org/detail.go?type=gene&acc=5327,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of PLAT mrna|simvastatin results in increased activity of PLAT protein|simvastatin results in increased expression of PLAT protein|mevalonic acid inhibits the reaction [simvastatin results in increased expression of PLAT mrna]|geranylgeraniol inhibits the reaction [simvastatin results in increased expression of PLAT mrna],,,54454,"Haslinger B, Goedde MF, Toet KH, Kooistra T. Simvastatin increases fibrinolytic activity in human peritoneal mesothelial cells independent of cholesterol lowering. Kidney Int. 2002 Nov;62(5):1611–9. doi: 10.1046/j.1523-1755.2002.00601.x. PMID: 12371961.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12371961,https://www.ncbi.nlm.nih.gov/pubmed/12371961,5327,PLAT,5706000,,12371961,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5327,PLAT,https://ctdbase.org/detail.go?type=gene&acc=5327,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of plat|mevalonic acid inhibits the reaction [simvastatin results in increased expression of plat]|geranylgeraniol inhibits the reaction [simvastatin results in increased expression of plat]|simvastatin inhibits the reaction [TNF results in decreased expression of PLAT],,,54454,"Haslinger B, Kleemann R, Toet KH, Kooistra T. Simvastatin suppresses tissue factor expression and increases fibrinolytic activity in tumor necrosis factor-alpha-activated human peritoneal mesothelial cells. Kidney Int. 2003 Jun;63(6):2065–74. doi: 10.1046/j.1523-1755.2003.t01-2-00004.x. PMID: 12753293.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12753293,https://www.ncbi.nlm.nih.gov/pubmed/12753293,5327,PLAT,27396926,,12753293,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5327,PLAT,https://ctdbase.org/detail.go?type=gene&acc=5327,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of PLAU mRNA,,,54454,"Nogaki F, Muso E, Yashiro M, Kasuno K, Kamata T, Ono T, Sasayama S. Direct inhibitory effects of simvastatin on matrix accumulation in cultured murine mesangial cells. Kidney Int Suppl. 1999 Jul;71():S198–201. doi: 10.1046/j.1523-1755.1999.07151.x. PMID: 10412775.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10412775,https://www.ncbi.nlm.nih.gov/pubmed/10412775,5328,PLAU,9124822,,10412775,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5328,PLAU,https://ctdbase.org/detail.go?type=gene&acc=5328,Simvastatin,10090,Mus musculus (house mouse)
